step,pos_0,pos_1,pos_2,pos_3,pos_4,pos_5,vel_0,vel_1,vel_2,vel_3,vel_4,vel_5,acc_0,acc_1,acc_2,acc_3,acc_4,acc_5,tau_meas_0,tau_meas_1,tau_meas_2,tau_meas_3,tau_meas_4,tau_meas_5,tau_no_contact_0,tau_no_contact_1,tau_no_contact_2,tau_no_contact_3,tau_no_contact_4,tau_no_contact_5,tau_ext_0,tau_ext_1,tau_ext_2,tau_ext_3,tau_ext_4,tau_ext_5,F_ee_x,F_ee_y,F_ee_z
862,0.23399557222461836,1.0430396380735967,-0.4391579432715583,-3.140016678326278,0.9683593247992305,-0.5151595194029401,0.7256185369565895,0.0004338714709089808,-0.0005478926634566277,-0.0016388811261468933,0.0007447732798752764,-0.0005178628321179258,0.6536233412801273,0.00039967411844088474,0.0014566605697635682,-0.0029495653483527923,0.00815881173931915,0.009469611898156177,50.0,-16.346286133626514,-7.005433781441315,-0.9089898919690369,-2.440648158350389,5.6516407178467505,7.060928644487197,-57.443761897323874,-38.23505028701282,0.004226795365378147,0.01087718287973202,0.004768167582645906,-42.9390713555128,-41.09747576369736,-31.229616505571503,0.9132166873344151,2.4515253412301212,-5.646872550264105,2.6158653787467605,-21.129624871164104,21.258143427750035
863,0.2370303304227236,1.043041452810179,-0.43916020086841007,-3.140023558205369,0.9683625696672671,-0.5151615127617563,0.7283419675452567,0.00043553677973581784,-0.0005418232444159461,-0.00165117098176503,0.0007787683287891062,-0.0004784061158756084,0.6464984750875757,-0.004129222204374838,0.007854270814587616,0.5302804374921138,-1.177802465856211,0.3129676084554277,50.0,-16.342486459002256,-6.992438454321757,-0.8725470950580483,-2.47221706699929,5.651886153180736,6.989596088895874,-57.44686636596948,-38.22453651134825,0.01150206437954706,-0.002862383729007735,0.004719928518376274,-43.01040391110413,-41.104379906967225,-31.23209805702649,0.8840491594375953,2.469354683270282,-5.647166224662359,2.6775623146158924,-21.158956813177916,21.266426479347174
864,0.240076312552688,1.0430431958588757,-0.4391623221063935,-3.1400212318268643,0.968345366575827,-0.5151580726551478,0.7310357111914549,0.00041833168721758934,-0.000509097116021831,0.0005583308411187776,-0.004128741945611773,0.0008256255860220069,0.6409448250163408,0.005053551150456803,-0.007976635759452677,-0.5273135373268706,1.184822086572352,-0.3230816271043785,50.0,-16.353902395899492,-6.994608024629564,-0.8435431425163781,-2.4890873288952897,5.651876739027462,6.9181568603817265,-57.437761251551024,-38.20644007617117,-0.0028934359849710424,0.024690976697593882,0.004429951229142199,-43.08184313961827,-41.08385885565153,-31.211832051541606,0.840649706531407,2.5137783055928837,-5.647446787798319,2.728116875097211,-21.191241813399756,21.26685616977856
865,0.2431334221969756,1.0430450266428355,-0.4391645818276366,-3.1400280601972717,0.9683487333122789,-0.5151602416045655,0.733706314629023,0.0004393881503444927,-0.0005423330983528839,-0.001638808897743183,0.0008080167484396938,-0.0005205478602462368,0.6338813447722202,5.636660923846737e-05,0.0015998857321061766,-0.002725812245335732,0.0087960697166381,0.009570491144463428,50.0,-16.30303798554667,-6.934851639895541,-0.8615727478292183,-2.417989898850486,5.651581474236528,6.847739830207989,-57.41578619321296,-38.17124343319285,0.004098483244314095,0.011118459249162922,0.004626382239582139,-43.15226016979201,-41.112748207666286,-31.236391793297308,0.8656712310735324,2.429108358099649,-5.646955091996945,2.8350707866954017,-21.207596741550717,21.26403180636788
866,0.24620153672572104,1.0430468584053822,-0.4391668137730858,-3.140034935890808,0.9683522527582744,-0.5151622443996231,0.7363474868989073,0.00043962301121631964,-0.0005356669078024415,-0.0016501664487654152,0.0008446670389256859,-0.0004806708138109725,0.6266366647686361,-0.006967707610097129,0.011655159422899464,0.8762445576935854,-1.8568594025461564,0.5103584611338929,50.0,-16.301457839960964,-6.924262030592044,-0.825800297871093,-2.449302219556808,5.651827689086923,6.778777367422875,-57.42565695120501,-38.16689516288033,0.016119762976309245,-0.010540779016722788,0.00458322247750032,-43.221222632577124,-41.12419911124405,-31.242633132288287,0.8419200608474022,2.4387614405400853,-5.647244466609422,2.9010348337980196,-21.234121073265612,21.272905870763026
867,0.24928053036322984,1.043048569200783,-0.4391688433720172,-3.1400265990052176,0.9683235350618646,-0.5151553868047304,0.7389584730021099,0.00041059089617424827,-0.0004871037435403604,0.002000852541624524,-0.006892247138349966,0.0016458227742469148,0.6219784926880934,-0.16807084516512416,0.18299467810036052,-0.8697214155554154,1.8382968413407033,-0.5355759199653932,50.0,-16.313892468554748,-6.9276287565961345,-0.7971302047705477,-2.4674119496186893,5.651832396654923,6.709584643258065,-57.620110142658625,-38.03645665056094,-0.007635274786516043,0.0338294785590395,0.004165252352879106,-43.29041535674193,-41.30621767410388,-31.108827893964808,0.7894949299840317,2.5012414281777287,-5.647667144302043,2.549891234736408,-21.367382194778475,21.516725477518893
868,0.2523703222384589,1.0430473620995662,-0.4391676959800094,-3.140033361449759,0.9683267322411726,-0.5151578274028926,0.741550050054977,-0.00028970429201376907,0.00027537408187780846,-0.0016229866898563733,0.0007673230339029641,-0.0005857435589422238,0.6151698104776582,0.021267422865796082,-0.02200481839803564,-0.0024119795733840155,0.011389410951832268,0.011192484106497536,50.0,-16.445063523823627,-6.731131878213298,-0.8429237445248837,-2.358910920330223,5.651233943852947,6.64180258118845,-57.360117593303,-38.119644714296854,0.003966893671423777,0.011222312122978733,0.004502546204984908,-43.35819741881155,-40.915054069479375,-31.388512836083557,0.8468906381963075,2.3701332324532016,-5.6467313976479625,3.524306066393333,-21.158495636732667,20.997333856147073
869,0.25547079414511986,1.0430465242244409,-0.43916693061609874,-3.140040165768945,0.9683301271533096,-0.5151600736870947,0.7441132575986339,-0.00020109003007295206,0.00018368733855265995,-0.0016330366047454734,0.0008147789128689319,-0.000539108208498484,0.6089151188072783,0.019036214818491937,-0.0197859116549301,-0.002386114634860964,0.011697868336876527,0.010051391279409239,50.0,-16.222054391873836,-6.8172651143740675,-0.8034127806596262,-2.396727126091041,5.651498355618888,6.574661708938462,-57.355383134454634,-38.09947424149769,0.003930636220018307,0.011313496568480394,0.004449394527234574,-43.425338291061536,-41.1333287425808,-31.282209127123622,0.8073434168796445,2.4080406226595215,-5.647048961091654,3.1816834927783306,-21.289135864531033,21.25489566998325
870,0.25858183749481567,1.0430460168391562,-0.4391665087575988,-3.140047011513733,0.9683337251534385,-0.515162145467976,0.7466504039269976,-0.00012177246832923566,0.0001012460399904512,-0.001642978749057394,0.0008635200309392507,-0.0004972274115009456,0.60175976142963,0.009131068764334227,-0.006196611897322235,1.052807789977713,-2.1123905267593863,0.6112305522085254,50.0,-16.23770073472227,-6.824638374504388,-0.7753518852929238,-2.4152900423045818,5.65139630181393,6.508943928577951,-57.37035075274565,-38.096743692009376,0.018373942685868637,-0.013343645811127137,0.0044091058719286196,-43.49105607142205,-41.132650018023384,-31.272105317504987,0.7937258279787924,2.4019463964934546,-5.6469871959420015,3.2445853313084227,-21.31382722991949,21.25832948024874
871,0.2617033280625919,1.043045667979371,-0.4391661944791665,-3.1400355793455006,0.9683006497069223,-0.5151536056073258,0.7491577362662877,-8.372634847784305e-05,7.542682375160856e-05,0.002743720375849744,-0.007938107163891525,0.002049566556034577,0.597657337412949,0.023879790839426707,-0.032541111269723255,-1.0423296026545081,2.113532460575488,-0.6462499403025834,50.0,-16.252546430114666,-6.831276415737203,-0.7472240247344603,-2.43464157412599,5.651316917484104,6.442325654828076,-57.363526888696946,-38.08063789445154,-0.01011531158953349,0.03588910572051858,0.003900236578374127,-43.557674345171925,-41.110980458582276,-31.249361478714338,0.7371087131449268,2.4705306798465085,-5.64741668090573,3.2863912691805153,-21.34537240706803,21.26360449874644
872,0.2648351946258093,1.0430457336992878,-0.4391664451505826,-3.140042243177314,0.968304267532291,-0.5151562853636948,0.751647975172175,1.577278001976823e-05,-6.016113987223834e-05,-0.001599319635210707,0.0008682780885063413,-0.0006431415285595207,0.5904912140037144,0.013502828215735119,-0.013594151836305857,-0.002101123357873408,0.011120668187180327,0.012633810181270633,50.0,-16.153455426347502,-6.724420194152817,-0.8110344965522843,-2.293779463926551,5.650692784834498,6.376914969789638,-57.332283646993474,-38.03295502885866,0.0038044825441008977,0.011573473653174389,0.004334606824706104,-43.62308503021036,-41.17882822064597,-31.308534834705842,0.8148389790963853,2.3053529375797255,-5.646358178009792,3.430362341869441,-21.34587237875071,21.262640993622675
873,0.2679773127726031,1.0430460338433054,-0.43916693183157923,-3.1400489434869634,0.9683080784248158,-0.5151587457830815,0.7541083552305238,7.203456425199789e-05,-0.00011680343919017941,-0.001608074315868513,0.000914614205952926,-0.0005905006528042264,0.5844763914802797,0.012037215945842061,-0.012044333843040378,-0.002058923501759291,0.0113052932423785,0.011372997835887577,50.0,-16.142791034748104,-6.705784950477795,-0.7695824185621406,-2.3376534450869664,5.651114017479855,6.312212082492364,-57.3251616141874,-38.012148652661324,0.003770329417956072,0.011659622748178868,0.004282249879668023,-43.687787917507634,-41.182370579439294,-31.30636370218353,0.7733527479800967,2.349313067835145,-5.646831767600187,3.4828881613317826,-21.372933352442153,21.275280343160293
874,0.27112957807897126,1.0430465429667666,-0.43916762761559397,-3.1400556795418124,0.9683120855897928,-0.5151610087545891,0.7565436735283583,0.00012218963069300648,-0.00016698816353618098,-0.00161665316379251,0.0009617195944628364,-0.0005431131618213614,0.5783624471265281,0.009498242673096624,-0.008914594654684804,0.16907892917872092,-0.3162756938160166,0.10785973800997842,50.0,-16.157356590213126,-6.712068304243799,-0.7423384641972994,-2.3573625992252087,5.651066024364543,6.248225773423421,-57.32150068302081,-37.99469467798475,0.006084111841071975,0.007925132733785282,0.004232971472300648,-43.75177422657658,-41.16414409280768,-31.282626373740946,0.7484225760383714,2.365287731958994,-5.646833052892243,3.539313295294172,-21.398160215261093,21.27417258651874
875,0.2742918844000465,1.0430472169902743,-0.43916847816687704,-3.1400594801985857,0.9683106018573076,-0.5151613991612007,0.7589535170580521,0.00016176564183090908,-0.000204132307930701,-0.0009121576255478395,-0.00035609579643723285,-9.369758677978471e-05,0.5723115916514843,0.007153925210871548,-0.006666476353617556,0.35601800739871103,-0.6624920911584878,0.2036896454989523,50.0,-16.17284431074132,-6.719265202329042,-0.7150480554288341,-2.3778469956356663,5.651035180100784,6.184994955084869,-57.32440952663235,-37.98404127715431,0.00866250947897608,0.0039590630504739155,0.0041151142679335005,-43.81500504491513,-41.15156521589103,-31.26477607482527,0.7237105649078102,2.38180605868614,-5.646920065832851,3.597959037075279,-21.4222995738698,21.275200809117695
876,0.27746412668625453,1.0430480152138724,-0.4391694444555968,-3.1400570999871746,0.9682976165260175,-0.5151582532892446,0.7613381486899333,0.00019157366354287386,-0.00023190929273744082,0.0005712507386134566,-0.0031164795095975986,0.0007550092694658499,0.567308579829886,0.012502315794368224,-0.01618276594482576,-0.5219327851628116,0.9980728467268932,-0.3175620674092264,50.0,-16.17111727432827,-6.709328326917673,-0.7025174272652296,-2.3740895797877832,5.650929746595558,6.121724089278078,-57.313411109350916,-37.96233335774724,-0.003326279873201418,0.02335746053503124,0.0039185823669787715,-43.878275910721925,-41.14229383502264,-31.25300503082957,0.6991911473920281,2.3974470403228145,-5.647011164228579,3.6623551181123686,-21.444726344500268,21.275895243448524
877,0.2806462180797513,1.043049030491564,-0.4391706916951142,-3.1400637811088394,0.9683019588483166,-0.5151606206476255,0.7637019344392245,0.00024366664601940813,-0.0002993374841742148,-0.001603469199564925,0.0010421573517644563,-0.0005681660114059267,0.5607146125355911,0.00544373027401901,-0.0041903271598695,0.28679932060367724,-0.5237737710275562,0.17553889083137222,50.0,-16.12932929647179,-6.659520554912958,-0.7184879188373642,-2.323303464615468,5.6507264792425875,6.059569056993781,-57.29965666082896,-37.93428606655393,0.007582071902801172,0.005749582063965352,0.004112130483697469,-43.94043094300622,-41.17032736435716,-31.27476551164097,0.7260699907401653,2.3290530466794332,-5.64661434875889,3.7635246985910396,-21.454806962782662,21.27684367612045
878,0.28383804410193797,1.043050140278462,-0.439172011683367,-3.1400654830756327,0.9682972078759797,-0.5151599404558183,0.7660382453247895,0.00026634885549448734,-0.0003167971806736711,-0.0004084720303829366,-0.001140233360850361,0.0001632460337247909,0.5554884759370982,0.008323140231463744,-0.009819616747411553,-0.22581959418999722,0.4284791177395103,-0.13438848452769173,50.0,-16.1335734421632,-6.655635891086292,-0.6845672572676561,-2.356583367172947,5.65096256038397,5.99770861352043,-57.29335366792918,-37.91689053304549,0.0005925004678855165,0.016898648372006282,0.003940767010854746,-44.00229138647957,-41.159780225765985,-31.261254641959198,0.6851597577355416,2.373482015544953,-5.647021793373115,3.8170446760864296,-21.479666396348016,21.28275796732619
879,0.28703951402127625,1.0430513945643223,-0.43917350215107726,-3.140071105521492,0.9682998957772148,-0.515161593397423,0.768352780641194,0.0003010286064589196,-0.00035771225045455254,-0.0013493870061745917,0.0006450962963975987,-0.0003967059851405913,0.5486467128820394,-0.001103296756390093,0.00445320575086644,1.0217660391410757,-1.8493392816719176,0.5906491152781622,50.0,-16.121108568671936,-6.6350021353909865,-0.6825805432610111,-2.33784202855644,5.65082042920929,5.937322202315256,-57.29940320464168,-37.90803788634267,0.017613735690942937,-0.00954285584616958,0.004007993209125558,-44.06267779768474,-41.17829463596974,-31.27303575095168,0.7001942789519541,2.3282991727102704,-5.646812436000165,3.906636227147486,-21.491916885524876,21.28470782811871
880,0.29025050905715766,1.043052629695725,-0.43917491530618763,-3.1400589889736157,0.9682704770936985,-0.5151529920141097,0.7706388086115359,0.00029643153664062755,-0.00033915722649260904,0.002907971490246556,-0.007060484043902058,0.0020643319951850845,0.5450960303103702,-0.16198818074835308,0.17542569926796203,-1.074197511364748,1.9391330749360178,-0.6597784848122579,50.0,-16.125680331556044,-6.631403813862596,-0.6572980258263801,-2.3581558021904816,5.650933272007061,5.876465480811808,-57.49398087192491,-37.77860650497033,-0.010922412229027553,0.03590949112271818,0.0035549278182859987,-44.12353451918819,-41.368300540368864,-31.14720269110773,0.6463756135973525,2.3940652933132,-5.647378344188775,3.56540072136568,-21.634204901912735,21.532219323028254
881,0.2934709675657875,1.0430510525323229,-0.4391732828762413,-3.14006552168809,0.9682747239149554,-0.51515584511838,0.7729100420711624,-0.0003785192164775103,0.0003917831871238994,-0.0015678514737732276,0.0010192371016646828,-0.00068474502486599,0.5388497486958421,0.026667931192127514,-0.028313565709979227,-0.0014181616821613147,0.013690845310274369,0.013764055540549519,50.0,-16.25117502503074,-6.430972219268543,-0.7196174323860115,-2.2440321604337194,5.650299026409893,5.81700638558737,-57.23259408191856,-37.86085354351342,0.0034639441167379492,0.012154771913616753,0.003969544400880209,-44.18299361441263,-40.98141905688782,-31.429881324244878,0.7230813765027495,2.2561869323473362,-5.646329482009013,4.53507846033451,-21.379668055980055,21.013848613480853
882,0.29670078110477666,1.0430499383538374,-0.4391721420012552,-3.1400720790234264,0.968279208424499,-0.5151584592633527,0.7751552493573951,-0.0002674028365103123,0.00027380999666565264,-0.001573760480782233,0.0010762822904574927,-0.0006273947934470336,0.5333447782781153,0.023817762269497944,-0.025369693788780956,-0.0014022803131158446,0.013904748683040424,0.012373738353931851,50.0,-16.0295332313894,-6.519896698537899,-0.6795080037031496,-2.287011820280093,5.65064788731502,5.758109914728433,-57.22911591743009,-37.84182421447482,0.0034336928939673007,0.012243730440185624,0.003920022500412095,-44.241890085271564,-41.19958268604069,-31.32192751593692,0.6829416965971169,2.2992555507202783,-5.646727864814608,4.196786620876439,-21.520667026652465,21.27314260914832
883,0.299939854101722,1.043049237678169,-0.43917144157234184,-3.1400786607039075,0.9682839343359294,-0.515160858586479,0.7773775192668873,-0.00016816216038740422,0.00016810293921239866,-0.0015796033154202157,0.0011342187433034945,-0.0005758375503056509,0.5269186162782269,0.014306001396658385,-0.012512288973913765,1.0624852300994674,-1.859560571921545,0.6179101241652145,50.0,-16.0493087589941,-6.532044499322539,-0.6536866884158734,-2.309678429598614,5.650559302159295,5.7004998048358395,-57.2428611290305,-37.83822385237111,0.01800594317370662,-0.009494124188064449,0.0038820004480599134,-44.29950019516416,-41.1935523700364,-31.30617935304857,0.67169263158958,2.3001843054105495,-5.646677301711235,4.258774577410311,-21.539328084814105,21.27601707294567
884,0.3031880749913111,1.0430487853705805,-0.4391709583706676,-3.1400667964602547,0.9682563762096529,-0.5151525303032829,0.7795730135013799,-0.00010855382123466095,0.0001159684018210913,0.0028474184766608987,-0.006613950306369609,0.0019987879670494094,0.5235757921814699,0.026534611142785547,-0.03496085093764756,-1.053469216100312,1.861172628067083,-0.6496990774608472,50.0,-16.068383812507072,-6.54351128774003,-0.6278492871172242,-2.333215110199542,5.650495943685005,5.641970929623225,-57.23836330504018,-37.82379521966433,-0.010779407048319986,0.033860135507653766,0.0033882597200439093,-44.35802907037677,-41.16997949253311,-31.280283931924302,0.6170698800689042,2.3670752457071957,-5.647107683964961,4.302795105188819,-21.56485876766263,21.280889330013753
885,0.30644538573840335,1.0430487937333244,-0.43917108212821104,-3.140073221612715,0.9682611301081692,-0.5151554815179594,0.781754579302136,2.0070585269454932e-06,-2.9701810419106855e-05,-0.0015420365904237343,0.0011409356439099037,-0.000708291522370787,0.5171248297676989,0.016780221163218423,-0.01746940274805847,-0.0011678133840817978,0.013141207661506449,0.014393548174859855,50.0,-15.984602097909844,-6.452395050748743,-0.6926759767406353,-2.212049248202217,5.649913435631047,5.584504648629661,-57.210078256465565,-37.77961563958722,0.0033241833857425712,0.012494248207850736,0.0038172116287558755,-44.41549535137034,-41.22547615855572,-31.32722058883848,0.6960001601263779,2.224543496410068,-5.646096224002291,4.437505332003533,-21.558398278249612,21.27944667921881
886,0.3097116743471235,1.0430490934193524,-0.4391715091739966,-3.140079667039713,0.9682661121526518,-0.5151581828446469,0.7839092660928347,7.192464670702226e-05,-0.00010249098853601715,-0.0015469024795240751,0.0011956906758328473,-0.0006483184049755376,0.5118288137187932,0.014903927246384119,-0.015439655943320918,-0.0011363093333234542,0.013269632678146737,0.012962619297946093,50.0,-15.97995229387858,-6.440358343065113,-0.653216514278243,-2.2570954015621947,5.650347417001574,5.5276559214036824,-57.20409241554166,-37.760193533531414,0.0032954117131748033,0.012576798598673363,0.0037688333056048254,-44.472344078596315,-41.22414012166308,-31.3198351904663,0.6565119259914178,2.2696722001608682,-5.646578583695969,4.491358668553347,-21.579353593730247,21.290615783629185
887,0.31298684887274847,1.0430496518541172,-0.43917220426936454,-3.1400861321943037,0.9682713245727017,-0.5151606591258604,0.7860418861499964,0.00013402434356695608,-0.0001668228882998543,-0.0015516371017462562,0.001250980811991792,-0.0005943074912340956,0.5057407150409077,0.007383208939901187,-0.005174721040284436,0.9197765431496778,-1.5599536556542188,0.5368265353687427,50.0,-15.998730612926796,-6.451345610181371,-0.6281769231996248,-2.281043248539335,5.650323047892333,5.471986334956635,-57.21404294052067,-37.75506011016081,0.015907144194960917,-0.005671577519106314,0.0037302430633261736,-44.52801366504337,-41.21531232759388,-31.303714499979442,0.6440840673945857,2.2753716710202285,-5.646592804829007,4.555339431866281,-21.59580854230893,21.292068027643932
888,0.3162708036191207,1.0430503384695928,-0.4391729892036394,-3.1400766290061313,0.9682494544640077,-0.5151538155019459,0.7881491391293335,0.0001647877141498777,-0.00018838422596770613,0.0022807651613774016,-0.005248826086567453,0.0016424697394689988,0.5023292323825146,0.01806538622720899,-0.024524257453513998,-0.9126963205583822,1.5632388036707348,-0.5605778446878565,50.0,-16.018476108637987,-6.463257209008154,-0.6031362046558562,-2.305852479431711,5.650317152284067,5.4156039306796515,-57.209016956664776,-37.74108790774664,-0.00902850093456784,0.03072548227487399,0.003301231285610932,-44.58439606932035,-41.190540848026785,-31.277830698738484,0.5941077037212883,2.336577961706585,-5.647015920998457,4.603890750752902,-21.618330727618424,21.29477229331398
889,0.31956347935911067,1.043051338720246,-0.4391741999062728,-3.140082971240191,0.9682547239178774,-0.5151567041322795,0.790242177597594,0.0002400601567632485,-0.00029056863202401445,-0.0015221361742825245,0.0012646689287272757,-0.0006932712800637366,0.49623034157160184,0.010252595451539226,-0.010242422227237091,-0.0009354148963020698,0.012937417677940655,0.014108656934271047,50.0,-15.951412070372154,-6.38860114524311,-0.6560617461756587,-2.2084051322526563,5.649864927529628,5.36020013130617,-57.18350800439073,-37.70158367981652,0.003191975439110262,0.012807979322665015,0.0036643516576881606,-44.63979986869383,-41.232095934018574,-31.31298253457341,0.659253721614769,2.2212131115753215,-5.64620057587194,4.728409128760355,-21.612803885853857,21.292039395536555
890,0.32286477020919735,1.043052516967348,-0.4391755884287366,-3.1400893297140926,0.9682602179796929,-0.5151593478206524,0.792309804020809,0.00028277930447799526,-0.000333245391304169,-0.0015260337363504498,0.001318574835718695,-0.0006344852095042739,0.4908794357450663,0.00726673236817188,-0.006383756950175956,0.28082975773514707,-0.4589115422443095,0.17336013156591362,50.0,-15.951230730230744,-6.3808166009116425,-0.6191773307548236,-2.251484759992406,5.650281051829629,5.305604903853661,-57.18178578522199,-37.68725535254623,0.007031640745052508,0.007385646065713694,0.003620161957637212,-44.69439509614634,-41.23055505499124,-31.306438751634587,0.6262089714998761,2.2588704060581195,-5.646660889871992,4.787385844768233,-21.630296223142548,21.30116519880611
891,0.3261745832717102,1.043053821372998,-0.4391770877803141,-3.140090812671367,0.9682577448272333,-0.515158981784519,0.7943551350030801,0.00031305735601204476,-0.0003598443785965688,-0.000355909745787337,-0.0005935565902992612,8.784867202036618e-05,0.4856829142005292,-0.16724849386637874,0.18799352169489442,0.5129700489354898,-0.8694328502324074,0.29379719763532514,50.0,-15.971160172939845,-6.392807520889517,-0.5947946730813513,-2.277021455998068,5.650301200341322,5.25204773307123,-57.388609793534144,-37.57020574055085,0.01024530634318872,0.003953094635101062,0.0035007656912592394,-44.74795226692877,-41.4174496205943,-31.17739821966133,0.60503997942454,2.2809745506331693,-5.646800434650062,4.467786384696818,-21.77496883096302,21.53925682854617
892,0.3294928283292612,1.0430522221589629,-0.43917532335547327,-3.1400833898986247,0.9682401773544571,-0.5151535151025933,0.796378813812249,-0.0003838113684312,0.0004234619617988246,0.0017814654581105372,-0.004216193466267625,0.0013120036621675542,0.4823749444751879,0.03527206077717615,-0.042757137694175995,-0.7880746230858476,1.323935277127445,-0.4815636935164751,50.0,-16.17957288449933,-6.280576292256096,-0.5902608628928223,-2.279677849829639,5.650080746742557,5.198338173062492,-57.14977587485808,-37.67588801248893,-0.00749256358600768,0.028076319954706774,0.0032169530460443665,-44.801661826937504,-40.97020299035875,-31.395311720232836,0.5827682993068146,2.3077541697843458,-5.646863793696513,5.346571367932493,-21.51267376518558,21.031324277206622
893,0.3328194479518205,1.043051235307094,-0.43917430124205076,-3.1400896489769776,0.9682455948691311,-0.5151564089014579,0.7983887094142289,-0.00023684444852629938,0.0002453072214064246,-0.0015021788047471611,0.0013002035217633962,-0.0006945117274844252,0.47659821996716367,0.026571993550816297,-0.02849704388035862,-0.0006468952234013614,0.015276850840467704,0.014136786446853206,50.0,-15.908348105516568,-6.316805435976273,-0.6294704971485529,-2.204924125453146,5.649693664161183,5.145435768516372,-57.13098027525122,-37.64020335728959,0.0030618209689735392,0.012972173634858574,0.0035225792933722033,-44.85456423148363,-41.22263216973465,-31.32339792131332,0.6325323181175264,2.2178962990880047,-5.64617108486781,5.075739115221404,-21.639684276362114,21.27756455153605
894,0.336154341849032,1.0430507097745576,-0.4391737738689734,-3.1400959192861504,0.96825127760691,-0.5151590572700021,0.8003745353307588,-0.00012612780873123147,0.00012656953857159703,-0.0015048742015113335,0.0013638570669320116,-0.0006356084506225369,0.4709421378638723,0.018616614828543265,-0.017999488586076806,0.8199421836927605,-1.3343360510866804,0.4805952482372819,50.0,-15.914505088469243,-6.31588794188481,-0.5949822882071986,-2.246157219098097,5.649975852052935,5.093646869168582,-57.140334509356315,-37.63302138636603,0.01430027757071355,-0.0026642877851995013,0.003484325663136622,-44.90635313083142,-41.225829420887074,-31.31713344448122,0.6092825657779121,2.2434929313128977,-5.646491526389799,5.134882986236276,-21.654737122077762,21.288520727435436
895,0.33949741182502585,1.0430505074471397,-0.43917355898701727,-3.1400879544879676,0.9682337947882464,-0.5151533619710422,0.8023367942385249,-4.855858027896787e-05,5.157166946294367e-05,0.0019115515638751688,-0.00419587647926249,0.0013668717503661377,0.46767440484782874,0.026398443315508446,-0.03310258026731849,-0.8141780158906293,1.3423089159967063,-0.4974606500628881,50.0,-15.936412869171297,-6.330404269994238,-0.5713038012147044,-2.272771514867653,5.649932804028818,5.0412104958307795,-57.13733026223707,-37.6189590377165,-0.007941242005753473,0.028544554423824857,0.003103733334164919,-44.95878950416922,-41.20091739306577,-31.28855476772226,0.5633625592089508,2.301316069291478,-5.646829070694653,5.182654471720741,-21.674522269169415,21.291852852966908
896,0.3428486011483261,1.0430507634260293,-0.43917391880263523,-3.140094124724783,0.9682396159438189,-0.5151563031417015,0.8042854375920575,6.143493353565066e-05,-8.635574831755005e-05,-0.0014808568356691199,0.0013970773373904524,-0.0007058809582292293,0.4620103818828891,0.018496868263189747,-0.019484532378794828,-0.00047663808918969874,0.014633269020833117,0.014473367725786196,50.0,-15.883288822006786,-6.2699824193891365,-0.6163656713882272,-2.193419446982577,5.649509631264783,4.989620892163402,-57.11575883922691,-37.582343018181206,0.0029688184132064966,0.013215356040635921,0.003419662899926883,-45.0103791078366,-41.23247001722012,-31.31236059879207,0.6193344898014337,2.206634803023213,-5.646089968364856,5.295916813066088,-21.668351403913437,21.289921190324833
897,0.3462078114852007,1.0430513405311042,-0.4391746168913848,-3.140100303236565,0.9682456911492008,-0.5151589930386156,0.8062104808499029,0.00013850521796560794,-0.00016754129989586183,-0.0014828428277074103,0.0014580492916439237,-0.0006455752593717869,0.456426108137844,0.010951227762886484,-0.009311984796488704,0.8945294644797043,-1.4381325265001554,0.5232998145042272,50.0,-15.88789876330676,-6.2673190352707895,-0.5820837139944454,-2.235878323743371,5.649856445195472,4.939213872436009,-57.12540679246253,-37.57695731776422,0.015229904668966078,-0.0036299296152191287,0.003382689154333691,-45.06078612756399,-41.23750802915577,-31.30963828249343,0.5973136186634115,2.2322483941281517,-5.646473756041138,5.358735898236416,-21.680924820166336,21.300699629011092
898,0.34957494588645266,1.043052107761661,-0.4391754766465371,-3.140090951722922,0.9682267987759976,-0.5151525978693056,0.8081122563004772,0.00018413533364430162,-0.0002063412365478981,0.0022443632742913575,-0.004534169568773391,0.0015348406343958267,0.4534426094490218,0.02024582641834416,-0.02660502399215836,-0.8883939403660888,1.4423653836281631,-0.5433790166822207,50.0,-15.910233453378888,-6.281995468882044,-0.558980768261983,-2.2634768270271044,5.649862504472642,4.8880720088717835,-57.12206035533289,-37.56428499025032,-0.009035677886953412,0.02994241704549566,0.0029745913029961425,-45.11192799112822,-41.211826901954005,-31.282289521368277,0.5499450903750296,2.2934192440726,-5.646887913169646,5.408680753249406,-21.698985332911324,21.303335863293206
899,0.3529499525552298,1.0430532264822598,-0.43917679829446704,-3.1400970237151884,0.9682329474684823,-0.5151556363634796,0.8100016005065148,0.0002684929437207356,-0.00031719550318189127,-0.001457278143900679,0.0014756861963439553,-0.0007292386017800929,0.4478394273042241,0.012566332285189885,-0.012845307906986791,-0.00030331862349401717,0.014170605275603543,0.015100021867706648,50.0,-15.851444832183967,-6.2156783506603235,-0.6105005302668327,-2.176389640641446,5.649449813147148,4.837819673672998,-57.09847372024044,-37.52691747070593,0.002876843639179143,0.013440471136045764,0.003321806208730266,-45.162180326327004,-41.24702888805648,-31.31123912004561,0.6133773739060119,2.189830111777492,-5.646128006938417,5.528764665683689,-21.68839536299317,21.300331861099668
