step,pos_0,pos_1,pos_2,pos_3,pos_4,pos_5,vel_0,vel_1,vel_2,vel_3,vel_4,vel_5,acc_0,acc_1,acc_2,acc_3,acc_4,acc_5,tau_meas_0,tau_meas_1,tau_meas_2,tau_meas_3,tau_meas_4,tau_meas_5,tau_no_contact_0,tau_no_contact_1,tau_no_contact_2,tau_no_contact_3,tau_no_contact_4,tau_no_contact_5,tau_ext_0,tau_ext_1,tau_ext_2,tau_ext_3,tau_ext_4,tau_ext_5,F_ee_x,F_ee_y,F_ee_z
453,-2.6765145500371388e-08,0.7180514062605484,-0.03976888038211001,-3.1399132280620887,0.8943536095795027,0.0016740595460240201,-1.4078620167890555e-07,8.763939713524183e-08,-7.826128248060449e-08,2.9441802413764392e-05,-8.391329823220772e-07,1.8740051258075435e-05,-4.741203898229099e-08,1.4689230348752247e-06,-2.4171938263484183e-06,-1.0952182410381992e-06,-0.00012237442762463857,-2.9517370637077624e-07,-0.3051485951557437,-20.873183035205045,-21.574512522983202,-0.06816595167795998,-4.200114973321392,-0.01087781281001,-3.8853054902764046e-07,-49.434079875625564,-38.96393154515443,1.1109296691884678e-06,0.00010092837115002503,1.7615313682760906e-09,0.3051482066251947,-28.56089684042052,-17.38941902217123,0.06816706260762917,4.200215901692542,0.01087781457154137,-10.898942384660364,0.17492980763078592,20.809209932706633
454,-2.735257779971027e-08,0.7180514066512147,-0.039768880750163854,-3.1399131054069263,0.8943536039585592,0.0016741376244463852,-1.4098375184133176e-07,9.375990978055526e-08,-8.83329234237229e-08,2.9437239004426733e-05,-1.3490264307580713e-06,1.8738821367632223e-05,7.533648136615205e-08,-6.103278344382623e-06,5.510013212361997e-06,3.373093376276637e-06,0.00028319311757535326,2.056971906683994e-06,-0.3073656558499778,-20.87316431536219,-21.57448504589463,-0.06862970413121834,-4.200102218973383,-0.010937150504665876,6.365879434418008e-07,-49.43407702240649,-38.96391182970713,1.1838419931480713e-06,0.00010573196372299376,1.7656933765067541e-09,0.30736629243792124,-28.560912707044302,-17.3894267838125,0.06863088797321149,4.200207950937106,0.010937152270359253,-10.898947525043791,0.17619935690766297,20.80922040468157
455,-2.7938702174025434e-08,0.7180514069359213,-0.03976888102255775,-3.139912982693203,0.8943536032541629,0.0016742157385800681,-1.4066984983563946e-07,6.832958334562766e-08,-6.537453503888124e-08,2.945129356016122e-05,-1.690551075274327e-07,1.8747392083910073e-05,-2.229724805028512e-07,1.2453855700034211e-05,-1.3846754313984189e-05,-7.541223859572712e-06,-0.0006974202285522924,-3.697911676638901e-06,-0.30958044237690086,-20.87313246858323,-21.574423111405544,-0.06909335383272926,-4.200083497070815,-0.010996481842562258,-1.854917289880272e-06,-49.43408322258952,-38.96395918054787,1.0310177953977902e-06,9.411601365095e-05,1.7553694857727161e-09,0.309578587459611,-28.560950754006292,-17.389536069142324,0.06909438485052466,4.200177613084466,0.010996483597931744,-10.898832164741204,0.17746561335558297,20.809194500677627
456,-2.8528697598349328e-08,0.7180514074368407,-0.03976888153534669,-3.139912860110404,0.8943535904417765,0.0016742937885138955,-1.4159890183773468e-07,1.2022064876243688e-07,-1.2306934468048203e-07,2.9419871794079666e-05,-3.0749727264953175e-06,1.8731984118590744e-05,2.7751440597886255e-07,-1.8536046680894813e-05,1.3796939670740471e-05,1.0396239397096737e-05,0.0009600944287765922,5.712579342628072e-06,-0.31180122909888924,-20.873110134903783,-21.574427018118264,-0.0695573020679937,-4.200081122216583,-0.01105585624859196,2.322969627534343e-06,-49.43411148106399,-38.96392278108957,1.3020851297460687e-06,0.0001136349925221879,1.7671218474058325e-09,0.3118035520685168,-28.561001346160204,-17.389495762971308,0.06955860415312344,4.200194757209105,0.011055858015713809,-10.89895190475889,0.1787390743143078,20.809271542758836
457,-2.911387506423609e-08,0.7180514076159538,-0.039768881808605425,-3.1399127373471147,0.8943535942976962,0.0016743719376244477,-1.4044259181282275e-07,4.2987120925375155e-08,-6.558209605239673e-08,2.9463189458234236e-05,9.254207267404835e-07,1.875578653251836e-05,-2.584654573868684e-07,1.5007228028607322e-05,-1.0973586670598445e-05,-8.522450941459044e-06,-0.0008338597772306056,-4.167339493507758e-06,-0.3140074025785637,-20.87306114554614,-21.57426474144546,-0.07002054710307559,-4.200038103551308,-0.011115152830062395,-2.149791508846714e-06,-49.43403806918462,-38.963914708540464,1.0306162654521826e-06,9.263076570613023e-05,1.759976266014163e-09,0.3140052527870548,-28.560976923638485,-17.389649967095004,0.07002157771934105,4.200130734317014,0.01111515459003866,-10.898691055427612,0.17999930836771583,20.809150544066554
458,-2.9703539777646928e-08,0.718051408055609,-0.03976888227237781,-3.1399126147317844,0.8943535836768837,0.0016744500143853558,-1.4151953121860137e-07,1.05517237711239e-07,-1.1130537384655692e-07,2.9427679245978157e-05,-2.548995011720373e-06,1.873842261796208e-05,2.4215921477950796e-07,-1.592767614633228e-05,1.2974068856752563e-05,9.21638040608249e-06,0.0008220528724742215,5.11935667464429e-06,-0.3162343751048879,-20.87300707991202,-21.57429619272928,-0.07048477951463877,-4.200054257132097,-0.011174571861540984,2.0277264174756874e-06,-49.43409658799425,-38.96391195419012,1.2989932289467344e-06,0.00011204431613341231,1.7678347290396308e-09,0.3162364028313054,-28.561089508082226,-17.38961576146084,0.07048607850786771,4.20016630144823,0.011174573629375713,-10.898880843653076,0.18127628489886405,20.809291662199197
459,-3.02890003380234e-08,0.7180514082187419,-0.039768882510905955,-3.1399124919564474,0.8943535873278223,0.001674528180023984,-1.4051053449035342e-07,3.915192043485449e-08,-5.724675361008791e-08,2.94660808310035e-05,8.762252902555501e-07,1.8759753270773097e-05,-3.0179103038555297e-07,1.738637040504809e-05,-1.453387833791342e-05,-1.0197168436510058e-05,-0.0009550359059334879,-5.076331485275986e-06,-0.3184424963330801,-20.87299755349484,-21.574184450557883,-0.07094813730873238,-4.200013125215793,-0.01123390069412441,-2.5115457219402427e-06,-49.434047773052576,-38.963930616194695,1.021012241091932e-06,9.116845834068036e-05,1.7571992242875632e-09,0.31843998478735813,-28.561050219557735,-17.38974616563681,0.07094915832097347,4.2001042936741335,0.011233902451323635,-10.898635898697606,0.18253758853800406,20.80916861739425
460,-3.087970032601073e-08,0.7180514086837216,-0.03976888300175837,-3.1399123693581448,0.8943535743982766,0.0016746062575318573,-1.417679971169599e-07,1.115951304558882e-07,-1.1780458001806049e-07,2.942359262918471e-05,-3.103090984467316e-06,1.8738601889584447e-05,2.89045288224914e-07,-1.854639100795641e-05,1.3768127287427934e-05,1.0796361491187823e-05,0.0009694662264003728,5.944088738970622e-06,-0.32066935508575356,-20.87295747451358,-21.574224277330398,-0.07141239124869679,-4.200026982101896,-0.011293338411104642,2.4181270008589925e-06,-49.43411168908471,-38.963922918400684,1.3368694840368255e-06,0.00011374236054676998,1.7672635949583783e-09,0.3206717732127544,-28.56115421457113,-17.389698641070286,0.07141372811818082,4.200140724462443,0.011293340178368236,-10.898834185176483,0.18381492883070294,20.809308257354697
461,-3.1465382166633046e-08,0.7180514088267154,-0.0397688832535808,-3.1399122465724054,0.8943535782997417,0.0016746844382357156,-1.4056364174935608e-07,3.431850125606983e-08,-6.043738298711077e-08,2.9468577468731324e-05,9.363516255342375e-07,1.8763368925996824e-05,-2.4335870896276285e-07,1.3895703163124828e-05,-9.12856149712371e-06,-7.954154306778901e-06,-0.000768210122975288,-3.878777576078849e-06,-0.32287489409189096,-20.872936836762626,-21.57407877267338,-0.07187564322673894,-4.199979310039602,-0.011352667858763465,-2.0229494678169223e-06,-49.43403191091918,-38.96390539810587,1.068342557021099e-06,9.342226556598633e-05,1.7611850942154677e-09,0.32287287114242313,-28.561095074156555,-17.38982662543249,0.07187671156929595,4.200072732305168,0.011352669619948559,-10.898567418245202,0.18507482109702167,20.809164928105126
462,-3.205528898484152e-08,0.718051409210954,-0.0397688836638852,-3.1399121239247587,0.8943535688642256,0.0016747625515996854,-1.4157763637003426e-07,9.221726443575662e-08,-9.847305589179289e-08,2.9435435159119745e-05,-2.264523886862796e-06,1.8747207352763163e-05,2.2574122524275218e-07,-1.4331252609633971e-05,1.2439790690044195e-05,8.689358444821822e-06,0.0007421025569845363,4.869626620303399e-06,-0.3251026250157453,-20.872881644472454,-21.574110407841125,-0.07233994733227886,-4.199995573240548,-0.01141212421836371,1.8902190299489975e-06,-49.43408767230166,-38.96390550856038,1.3200917366895362e-06,0.00011112214713064495,1.7685783583670212e-09,0.32510451523477524,-28.561206027829204,-17.389795100719255,0.07234126742401555,4.200106695387679,0.011412125986942068,-10.89875110317998,0.18635207914740093,20.809302607918454
463,-3.2641276684556195e-08,0.7180514093463861,-0.03976888385822101,-3.1399120011262553,0.8943535723124343,0.0016748407495057842,-1.406370479315228e-07,3.250371189561507e-08,-4.6640594683275416e-08,2.9471640819306503e-05,8.27570100572772e-07,1.8767497463681093e-05,-3.669730916889147e-07,2.0737792150171686e-05,-1.9327542224584215e-05,-1.2708424516329696e-05,-0.0011247160122074273,-6.448698987717794e-06,-0.32731238116016675,-20.872879386112754,-21.57401941995687,-0.07280342339457131,-4.1999578957364765,-0.011471496671644203,-3.055294469158118e-06,-49.43405959098063,-38.96395096122998,1.0140652192146186e-06,8.912522879776942e-05,1.7532668131304087e-09,0.3273093258656976,-28.561180204867878,-17.389931541273114,0.07280443745979052,4.2000470209652745,0.011471498424911016,-10.898514372322133,0.18761408194646734,20.8091906096277
464,-3.3233635444890474e-08,0.7180514098418493,-0.039768884388104435,-3.1399118785483844,0.8943535562343233,0.0016749188354553033,-1.421661024802266e-07,1.189111791879971e-07,-1.2717202061904298e-07,2.9418689050488463e-05,-3.858746616958175e-06,1.8740627884565603e-05,3.597072983874851e-07,-2.2151228521449795e-05,1.5015168900733844e-05,1.3171984517081113e-05,0.0011725151025757108,7.198823226804035e-06,-0.32953962131575887,-20.872848322633416,-21.574065581483897,-0.07326774138436477,-4.1999703431234074,-0.011530971919351027,3.005793845697362e-06,-49.43413120427739,-38.96393659271576,1.4008609887176382e-06,0.0001160844355524228,1.7666834306467538e-09,0.3295426271096046,-28.561282881643976,-17.389871011231865,0.0732691422453535,4.20008642755896,0.011530973686034458,-10.898729907262465,0.18889228362855448,20.80933649246194
465,-3.381974928684997e-08,0.7180514099527426,-0.03976888465730784,-3.1399117557418332,0.8943535605123774,0.0016749970463843923,-1.4066732207027875e-07,2.6614393681956283e-08,-6.46088168659853e-08,2.9473572319309634e-05,1.0267329771072864e-06,1.8770622981343953e-05,-1.6234447431358164e-07,9.173389061700732e-06,-1.7144812786140662e-06,-4.83210286650928e-06,-0.0005143369873331083,-2.2066435981991884e-06,-0.3317414569470565,-20.87281222558178,-21.57387303039079,-0.07373084923732162,-4.199913472372089,-0.011590311667002395,-1.3456225565438152e-06,-49.43400959817126,-38.96387032286807,1.1430354837995097e-06,9.648639388861783e-05,1.7669158289752475e-09,0.33174011132449993,-28.56119737258948,-17.38999729247728,0.07373199227280543,4.200009958765977,0.011590313433918224,-10.898431911787155,0.19015012283604804,20.80916530050183
466,-3.4408681609266294e-08,0.7180514102228962,-0.03976888495627654,-3.1399116330191728,0.8943535558609699,0.0016750752190036965,-1.4134375737991867e-07,6.483684810570933e-08,-7.175248886021057e-08,2.9453438557365845e-05,-1.1163378034473315e-06,1.8761428633018123e-05,7.660727713965442e-08,-5.142609723063352e-06,5.922283434489639e-06,3.4380330606097274e-06,0.0002532451006798109,2.1203836615137864e-06,-0.3339706692700913,-20.872736958315194,-21.573894383265642,-0.07419524406532091,-4.199933002245681,-0.011649805073732047,6.461433215547441e-07,-49.434065320359146,-38.96390077574118,1.2720423260735386e-06,0.00010540347146359459,1.7668742743810016e-09,0.33397131541341285,-28.56132836204395,-17.390006392475538,0.07419651610764698,4.2000384057171445,0.011649806840606321,-10.898581532434745,0.19142713046380067,20.809300579682336
467,-3.499628394423228e-08,0.7180514104037683,-0.039768885152427824,-3.139911510236824,0.8943535556061787,0.0016751534284352172,-1.4102456039183678e-07,4.340930759294537e-08,-4.707630788317041e-08,2.9467763695118386e-05,-6.114988394811949e-08,1.8770263564941097e-05,-2.8708655177320407e-07,1.549846851522929e-05,-1.6859367770183376e-05,-1.0008781832817877e-05,-0.000837844617611605,-5.067127069976378e-06,-0.33618651850813164,-20.872760527477993,-21.57387896146061,-0.07465905217983727,-4.199908964247117,-0.011709248731695439,-2.388813032355425e-06,-49.434082627672545,-38.96396498439571,1.0834541460188227e-06,9.244920214466567e-05,1.7524752399184948e-09,0.3361841296950993,-28.561322100194552,-17.390086022935098,0.0746601356339833,4.200001413449261,0.011709250484170678,-10.898452880457631,0.19269368419989874,20.809243807836523
468,-3.5588870420722105e-08,0.718051410853711,-0.039768885641276466,-3.139911387628239,0.894353540805474,0.0016752315498957816,-1.4222075435755846e-07,1.0798625973973408e-07,-1.1732367359226781e-07,2.9426060437481645e-05,-3.5521691239964737e-06,1.8749150535482862e-05,3.444080059642303e-07,-2.054255001604499e-05,1.4686042083683626e-05,1.2702565695815184e-05,0.0010889544607947665,6.986961501038568e-06,-0.33840934350844487,-20.872746831996878,-21.57389609905456,-0.07512320959301032,-4.199906727644947,-0.011768736088223689,2.8774942415350175e-06,-49.43412052921962,-38.96392824042113,1.4227061651926998e-06,0.00011512501606556939,1.7677794500818405e-09,0.3384122210026864,-28.56137369722274,-17.39003214136657,0.07512463229917551,4.2000218526610125,0.01176873785600314,-10.898593462500925,0.19396892538678046,20.809329851246183
469,-3.617547759155283e-08,0.7180514109470123,-0.039768885875159095,-3.139911264799123,0.8943535449102288,0.001675309792657761,-1.4078572099937417e-07,2.2392301339546616e-08,-5.6131831576919367e-08,2.947898779454754e-05,9.851411293150536e-07,1.8778262875070523e-05,-2.598360756092616e-07,1.435487208267805e-05,-9.062007643029224e-06,-8.56077631964259e-06,-0.0007814082268559064,-4.231545746042481e-06,-0.34061337824229143,-20.872693535776154,-21.573709886635445,-0.07558645781294271,-4.199857084940205,-0.01182811918874034,-2.1591670277552154e-06,-49.43402740064593,-38.96390129811843,1.1183787929774888e-06,9.32742154150494e-05,1.761131285081476e-09,0.34061121907526365,-28.561333864869777,-17.390191411482984,0.07558757619173569,4.19995035915562,0.011828120949871627,-10.898305232261173,0.19522762571378394,20.809188801379893
470,-3.6766595805362884e-08,0.7180514112895301,-0.03976888626636825,-3.139911142118632,0.8943535354488684,0.0016753879619554046,-1.4186837131441276e-07,8.220426835070516e-08,-9.38901967562078e-08,2.9443317893215697e-05,-2.2707264825845563e-06,1.8760631434462012e-05,2.4257751305691095e-07,-1.428990786367379e-05,1.2764622416144844e-05,9.297496317213255e-06,0.000749241129844036,5.227946425419598e-06,-0.3428430246415801,-20.87262896675307,-21.57373920120284,-0.07605091598118774,-4.1998751345470975,-0.011887649795925692,2.0291002223582513e-06,-49.43408453005882,-38.96390202094704,1.3869192167491465e-06,0.00011121101585325442,1.7694978646028098e-09,0.34284505374180246,-28.56145556330575,-17.390162819744198,0.07605230290040449,4.199986345562951,0.011887651565423556,-10.898498102447178,0.19650613042811926,20.809336342129114
471,-3.73535026040157e-08,0.7180514113839592,-0.039768886435969375,-3.139911019276726,0.8943535389951666,0.001675466222016007,-1.4085763167667563e-07,2.26629855853977e-08,-4.070427002227095e-08,2.9482057461204086e-05,8.511115584322604e-07,1.8782414544567927e-05,-4.172407951241465e-07,2.2607946486563613e-05,-2.1449162846687297e-05,-1.4629717595051738e-05,-0.0012136341083068825,-7.530741895675594e-06,-0.3450531212632878,-20.87262817957561,-21.573649529581775,-0.07651447308277899,-4.199836759217415,-0.011947090317283962,-3.4730545685623043e-06,-49.43406153034577,-38.96395709290961,1.0453253477975164e-06,8.806335808024899e-05,1.7508093928788915e-09,0.34504964820871925,-28.561433350770162,-17.390307563327834,0.07651551840812679,4.199924822575495,0.011947092068093355,-10.898253604447582,0.19776801172501735,20.80922321004959
472,-3.7947653166472754e-08,0.7180514118708874,-0.0397688869779518,-3.139910896688808,0.8943535214714281,0.0016755443513345625,-1.425961349896929e-07,1.1686276261274609e-07,-1.3007578188346802e-07,2.9421100304558037e-05,-4.20569722617975e-06,1.8751036453335946e-05,4.1304717040048556e-07,-2.3817906368850394e-05,1.58767965303952e-05,1.5028401783347416e-05,0.001271811697431402,8.228635966134237e-06,-0.3472818815308327,-20.87259889394024,-21.573699796974218,-0.0769789301523674,-4.1998492156944955,-0.01200663987943531,3.4479656902353647e-06,-49.4341378127808,-38.96394017581471,1.48578783651065e-06,0.00011723499086968342,1.7672400127964442e-09,0.34728532949652297,-28.561538918840558,-17.390240378840495,0.07698041594020391,4.199966450685365,0.012006641646675323,-10.898482353602441,0.19904756805332724,20.809376089430135
473,-3.8534632771110356e-08,0.7180514119443102,-0.03976888724429539,-3.1399107738399805,0.8943535260277539,0.0016756226235113813,-1.4087510511302422e-07,1.762148607586944e-08,-6.392246300682136e-08,2.9483718645321984e-05,1.0935181797844251e-06,1.878532243652817e-05,-1.5358498860678546e-07,8.488876038770243e-06,4.0084315866550924e-08,-4.459474831289419e-06,-0.0004710240975183688,-2.016364090746026e-06,-0.34948185234088547,-20.872557147133946,-21.573487118629703,-0.07744200945137233,-4.199787614078532,-0.012066033425185547,-1.2715859581683712e-06,-49.43400065796864,-38.963858838383786,1.2070699437311908e-06,9.701992561339247e-05,1.7686023274637111e-09,0.3494805807549273,-28.561443510834692,-17.390371719754082,0.07744321652131607,4.199884634004145,0.012066035193787874,-10.898164116164656,0.2003041394826397,20.80919093458929
474,-3.912427878180016e-08,0.7180514121651094,-0.03976888750994308,-3.139910651068574,0.894353522406578,0.001675700860681879,-1.415150425655525e-07,5.299180290407879e-08,-6.375544502404407e-08,2.9465137500191612e-05,-8.690822265421116e-07,1.8776920919483397e-05,4.916049216502715e-09,-8.260669198678627e-07,1.6030593415206074e-06,7.818207647459271e-07,3.120966935055147e-05,7.056820029320348e-07,-0.3517130345125527,-20.872473541279778,-21.573506393780942,-0.07790655417577473,-4.199808667512757,-0.012125601052395886,4.7611454081291255e-08,-49.43406519812763,-38.963909978857856,1.2917360697393724e-06,0.00010277367440215469,1.7643421210130918e-09,0.35171308212400676,-28.56159165684785,-17.390403585076914,0.07790784591184446,4.199911441187159,0.012125602816738006,-10.898302042125833,0.20158188545936895,20.809331246313793
475,-3.9713839444413285e-08,0.7180514123715671,-0.03976888774775987,-3.1399105282835946,0.8943535193272365,0.0016757791101038005,-1.414945590271504e-07,4.954985740462936e-08,-5.7076031101041536e-08,2.9468395086711387e-05,-7.390419375814805e-07,1.877986126116228e-05,-1.1877119382010327e-07,5.764837943678103e-06,-6.632050980476256e-06,-3.862079450276041e-06,-0.0003145410980626151,-1.8033499912502651e-06,-0.35393091579061653,-20.872504386753004,-21.57350906273025,-0.07837052313633754,-4.199786998129397,-0.01218512308292149,-9.841546448813177e-07,-49.434078673403974,-38.96393927381098,1.231765831771785e-06,9.864510056990389e-05,1.7583512492527796e-09,0.35392993163597164,-28.56157428665097,-17.39043021108073,0.07837175490216931,4.199885643229967,0.01218512484127274,-10.898236687519935,0.20285073515609753,20.809293851214974
476,-4.030546210691912e-08,0.7180514126781088,-0.03976888810071644,-3.139910405565665,0.8943535107871121,0.0016758573282175625,-1.4198943900140083e-07,7.357001550328812e-08,-8.470957685302594e-08,2.9452303089001903e-05,-2.04962984617571e-06,1.8772347302865404e-05,2.3227254610272437e-07,-1.3068551077966006e-05,1.2611041576016113e-05,9.026338484952826e-06,0.0006869069946571771,5.118340540751767e-06,-0.35615100619381534,-20.87248491398518,-21.573489414159493,-0.07883460956971648,-4.199775118384191,-0.012244659538184915,1.942791236878646e-06,-49.434075629088234,-38.963894775279556,1.4263339071207349e-06,0.00011049661013015063,1.7708550426297935e-09,0.35615294898505223,-28.561590715103055,-17.390405361120063,0.0788360359036236,4.199885614994321,0.012244661309039957,-10.898289738773155,0.20412309278434293,20.809324047282892
477,-4.0893052259944007e-08,0.718051412757766,-0.03976888823473131,-3.1399102826910283,0.8943535141724565,0.0016759356351914033,-1.410216367259728e-07,1.911771934509643e-08,-3.216357028629213e-08,2.9489912832689206e-05,8.124826315625278e-07,1.8793673721785203e-05,-5.604996687374345e-07,2.930229031750109e-05,-3.078493643879354e-05,-2.0143544182927534e-05,-0.0015614182291173728,-1.056355856576016e-05,-0.3583638724064047,-20.872444039044,-21.57338915438168,-0.07929834819280253,-4.199746292670641,-0.012304159259513904,-4.667202951412811e-06,-49.43408327983753,-38.96399573451502,1.0100514987839164e-06,8.388454107183732e-05,1.7421698501768497e-09,0.3583592052034533,-28.56163924079353,-17.390606580133337,0.07929935824430132,4.199830177211712,0.012304161001683753,-10.898052454839648,0.20538591947554963,20.80925436979255
478,-4.149037330999558e-08,0.7180514133461434,-0.03976888890320689,-3.1399101601661057,0.8943534904498454,0.0016760137587701301,-1.4335705201237879e-07,1.4121059566801764e-07,-1.6043413878126522e-07,2.9405981398593675e-05,-5.693426656426526e-06,1.874965889442787e-05,5.673554199374317e-07,-3.1265600285435013e-05,1.8660947041782006e-05,2.027502931851614e-05,0.00168267274599454,1.1031464098944818e-05,-0.3605934417820711,-20.872423634307413,-21.573446808200103,-0.07976290270638166,-4.199757562423384,-0.01236376488543522,4.730566752261443e-06,-49.43417653368204,-38.96396671694999,1.605979529132212e-06,0.00012197809552074011,1.7662477437242869e-09,0.36059817234882335,-28.56175289937463,-17.390519908749887,0.07976450868591078,4.199879540518905,0.012363766651682963,-10.898319872562688,0.20666734579915413,20.80942759512133
479,-4.2077844439562134e-08,0.7180514133917153,-0.039768889247707696,-3.139910037289186,0.8943534959403028,0.0016760920738673308,-1.4099307109597282e-07,1.0937261145371746e-08,-8.26801927738402e-08,2.9490460687420826e-05,1.3177097852173913e-06,1.8795623328173472e-05,-2.1482563988045812e-08,1.7020034864811961e-06,1.1322663113766396e-05,7.038074962338972e-07,-0.00011019044507676323,7.980272078458818e-07,-0.36278509448529783,-20.872351829181216,-21.573139842223267,-0.08022561538048009,-4.199677388525238,-0.012423154654815416,-1.6847296528741176e-07,-49.43396344664127,-38.963802749891805,1.3254199104713741e-06,0.00010139091789594685,1.7788577845389973e-09,0.36278492601233253,-28.561611617460056,-17.39066290766854,0.08022694080039057,4.199778779443134,0.012423156433673201,-10.897925904968945,0.20791908818915772,20.809185251518873
480,-4.266568853030904e-08,0.7180514134668359,-0.039768889395634485,-3.1399099144000475,0.8943534995177317,0.0016761704028191704,-1.4108258177925634e-07,1.8028942339043397e-08,-3.550242979981355e-08,2.9493393218655134e-05,8.585829307308779e-07,1.8798948441539497e-05,-4.111434860222102e-07,2.1146729211052318e-05,-1.947202619853594e-05,-1.444803599181903e-05,-0.0011342055732743717,-7.486355232149593e-06,-0.3650192357478332,-20.87222708906752,-21.57313757825466,-0.08069030660381371,-4.199705178150294,-0.012482777280657324,-3.4203510118219453e-06,-49.43405731757263,-38.9639491686288,1.1145178817374962e-06,8.901088114309401e-05,1.7507305100003408e-09,0.3650158153968214,-28.561830228505112,-17.390811590374142,0.08069142112169544,4.199794189031437,0.012482779031387834,-10.897982346944296,0.2091959161252923,20.80933274464081
481,-4.326067052879938e-08,0.7180514139090872,-0.03976888988161729,-3.139909791761743,0.8943534834040916,0.0016762486017995652,-1.4279567963768222e-07,1.0614031405176139e-07,-1.166358722937133e-07,2.943319306868922e-05,-3.867273624579004e-06,1.8767755294738874e-05,4.0597925223893754e-07,-2.2016341031938502e-05,1.5446523673884327e-05,1.48856836876832e-05,0.0011766745351390884,8.222334432960387e-06,-0.36724717678597507,-20.872296826509704,-21.57325080833722,-0.08115479923322563,-4.199703117014037,-0.012542410091993066,3.387248653197143e-06,-49.43412644112211,-38.963931448329056,1.5485022940275133e-06,0.00011613880851092944,1.7687110354812842e-09,0.36725056403462825,-28.561829614612407,-17.390680639991835,0.08115634773551966,4.199819255822548,0.012542411860704102,-10.89816905170857,0.21047494360704988,20.80940759767988
482,-4.38486042763828e-08,0.7180514139691104,-0.03976889009943128,-3.1399096688650068,0.8943534877188288,0.0016763269435288216,-1.4110409942001998e-07,1.4405559752017627e-08,-5.227535698586194e-08,2.9495216750721234e-05,1.0355369385005309e-06,1.8802015021542875e-05,-2.706927329910909e-07,1.4005674683348346e-05,-7.764749395122728e-06,-8.9245850559149e-06,-0.0007569117782213475,-4.467817500664571e-06,-0.36944911042995665,-20.87226189487571,-21.573062572153894,-0.08161804466054982,-4.199645787984268,-0.01260188953061899,-2.247506089186898e-06,-49.43401953263538,-38.96389170781324,1.20872185706383e-06,9.35802335043798e-05,1.7619166028320313e-09,0.36944686292386747,-28.561757637759673,-17.390829135659345,0.08161925338240689,4.199739368217773,0.012601891292535592,-10.89785529755902,0.2117321118972768,20.80923765566907
483,-4.444123755058064e-08,0.7180514142722877,-0.03976889045204994,-3.139909546123211,0.8943534788927366,0.001676405207691802,-1.4223198580748286e-07,7.27625375993024e-08,-8.462847946553997e-08,2.9458030979654922e-05,-2.1182621374217503e-06,1.8783399115290106e-05,2.515211993754016e-07,-1.3460374155283006e-05,1.2855073180106924e-05,9.709923424052011e-06,0.0007097721880308661,5.508861592470426e-06,-0.3716816483044422,-20.872190818411763,-21.573092567197648,-0.0820827357338286,-4.199665177401818,-0.012661540545393713,2.102000949781799e-06,-49.43407689528858,-38.96389526882215,1.487088313932166e-06,0.00011076017381396469,1.7711399235858914e-09,0.371683750305392,-28.561886076876814,-17.3908027016245,0.08208422282214253,4.199775937575632,0.012661542316533637,-10.89805326563219,0.2130123539648885,20.809391075109513
484,-4.502950413728933e-08,0.7180514143417779,-0.03976889058149025,-3.13990942321284,0.8943534823890782,0.0016764835674947407,-1.4118398081008535e-07,1.667764528562321e-08,-3.106567454842779e-08,2.9498488993921806e-05,8.39121979373525e-07,1.8806352705258733e-05,-5.427389845691035e-07,2.7259419788094874e-05,-2.7574888182835267e-05,-1.944348997042969e-05,-0.00145253606181589,-1.022953076591001e-05,-0.3738934115044963,-20.872197280177527,-21.573018946881856,-0.08254647338723549,-4.19962817447587,-0.012721097798059453,-4.516744848641226e-06,-49.43407367059195,-38.963980580917735,1.0720223245081824e-06,8.519675000981234e-05,1.7437929666702078e-09,0.37388889475964765,-28.561876390414422,-17.39096163403588,0.08254754540956,4.199713371225879,0.012721099541852418,-10.897803607419378,0.21427454984219452,20.809282957727344
485,-4.5627193275813457e-08,0.7180514148845218,-0.03976889118966126,-3.13990930064003,0.8943534606677798,0.001676561749701659,-1.4344539324578995e-07,1.3025856106935185e-07,-1.4596104197690807e-07,2.941747445237835e-05,-5.213111611526017e-06,1.8763729660400775e-05,5.465426444799084e-07,-2.8799526377021323e-05,1.7953978066753695e-05,1.9658038904534305e-05,0.0015490118824681987,1.077267624882423e-05,-0.37612442558853076,-20.872175446378783,-21.573078253144452,-0.08301114579201338,-4.199639844786771,-0.012780767962829096,4.555486956149081e-06,-49.43416196370087,-38.96395592342334,1.6471675367262012e-06,0.00012043672401423531,1.7676735043785617e-09,0.3761289810754869,-28.56198651732209,-17.39087767027889,0.08301279295955011,4.199760281510785,0.0127807697305026,-10.898062385835733,0.21555661322888753,20.809450609065646
